urun,al_depo,al_yer,al_fiyat_tl_ton,sat_depo,sat_yer,sat_fiyat_tl_ton,mesafe_km,navlun_sabit_tl_ton,navlun_degisken_tl_ton,navlun_toplam_tl_ton,fiyat_farki_tl_ton,net_marj_tl_ton
"MISIR 1.SINIF","TOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KHANI,12275,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,13079,1,164,4,167,804,637
"ARPA 2.SINIF","İSMAİL HAKAN BALTAOĞLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,11125,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,12537,203,164,614,777,1412,635
"MISIR 1.SINIF","BAĞIŞLAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/İMAMOĞLU,12255,"GK LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",OSMANİYE/KADİRLİ,13250,65,164,198,362,995,633
"MISIR 1.SINIF","SÖNMEZLERAGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,12488,"TARSUS TİCARET BORSASI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MERSİN/TARSUS,13443,53,164,159,323,955,633
"MISIR 1.SINIF","AKGÜLLER TAHIL TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/CEYHAN,12228,"GK LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",OSMANİYE/KADİRLİ,13250,75,164,227,391,1022,632
"MISIR 1.SINIF","UMUT LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",OSMANİYE/MERKEZ,12200,"KÖSEOĞLU AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,13387,130,164,393,557,1187,631
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","ESLİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",EDİRNE/UZKÖPRÜ,14639,"PTB TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ANKARA/POLATLI,17500,683,164,2068,2232,2861,629
"BUĞDAY EKMEKLİK BEYAZ 2.SINIF","ALTINAGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/CEYHAN,14241,"GÖZÜKARA AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,15200,55,164,167,331,959,628
"BUĞDAY EKMEKLİK KIRMIZI 3.SINIF","ÖZAKAN TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/CBEYLİ,14600,"PTB TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ANKARA/POLATLI,16148,251,164,760,923,1548,625
"MISIR 2.SINIF","BİZİM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13191,"TOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/KKBEKIR,14319,112,164,341,504,1128,624
"BUĞDAY EKMEKLİK KIRMIZI DÜŞÜK VASIFLI","ALTINBİLEK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ESKİŞEHİR/ÇİFTELER,14260,"PTB TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ANKARA/POLATLI,15430,127,164,384,548,1170,622
"MISIR 1.SINIF","ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,13079,"ŞİMŞEKLİ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/KPINAR,13868,1,164,4,167,788,621
"MISIR 1.SINIF","ÖZEKİZLER AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/SARIÇAM,12417,"ŞİMALA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/ÇUMRA,14143,311,164,942,1106,1727,621
"BUĞDAY EKMEKLİK BEYAZ 2.SINIF","TEKBAŞLAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,14253,"ERK LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/AEKİN,16100,351,164,1063,1227,1847,620
"MISIR 2.SINIF","ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,14055,"KOÇAKER LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,15000,54,164,163,327,945,619
"MISIR 1.SINIF","TEKBAŞLAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,12726,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,14400,296,164,896,1060,1674,614
"MISIR 1.SINIF","SARILAR LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KİSALI,12447,"ŞİMALA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/ÇUMRA,14143,304,164,922,1085,1697,611
"MISIR 1.SINIF","GRAİN TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",HATAY/KIRIKHAN,12200,"KÖSEOĞLU AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,13387,138,164,418,581,1187,606
"MISIR 1.SINIF","ÖNTÜRK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",HATAY/KIRIKHAN,12200,"KÖSEOĞLU AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,13387,138,164,418,581,1187,606
"MISIR 1.SINIF","TEAM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",OSMANİYE/KADİRLİ,12267,"KÖSEOĞLU AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,13387,117,164,355,519,1120,602
"BUĞDAY EKMEKLİK KIRMIZI 3.SINIF","KAYSERİ ŞEKER TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",YOZGAT/BLIYAN,14225,"ŞİMALA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/KARATAY,16200,402,164,1217,1381,1975,594
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","ALTINBİLEK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ESKİŞEHİR/ALPU,14417,"MİLL STAR LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇELTİK,15624,149,164,452,615,1206,591
"BUĞDAY EKMEKLİK KIRMIZI 1.SINIF","KARAMAN TİCARET BORSASI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,16700,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,18066,203,164,614,777,1366,589
"BUĞDAY EKMEKLİK KIRMIZI 1.SINIF","ŞİMŞEKLİ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/KPINAR,17195,"KOÇAKER LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,17950,1,164,4,167,755,588
"ARPA 2.SINIF","KUŞAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KAYSERİ/FELAHİYE,10384,"HEKİMOĞLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/SELÇUKLU,12315,390,164,1182,1345,1931,586
"ARPA 2.SINIF","MYSİLO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ESKİŞEHİR/MMUDİYE,11300,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,13120,353,164,1071,1234,1820,586
"MISIR 1.SINIF","SAFİRTAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KAHRAMANMARAŞ/TÜRKOĞLU,12200,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,14400,479,164,1452,1615,2200,585
"MISIR 2.SINIF","KENAN ECER TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/EMİRGAZİ,12249,"RANA FARM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13696,232,164,702,865,1447,582
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","ESLİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",EDİRNE/UZKÖPRÜ,14639,"HİCAZ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",TEKİRDAĞ/ÇORLU,15847,154,164,467,631,1208,577
"MISIR 2.SINIF","TAŞKIRAN LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,12313,"İSMAİL HAKKI KUMARTAŞLI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",AFYONKARAHİSAR/EMİRDAĞ,13898,280,164,847,1010,1585,575
"MISIR 1.SINIF","KOÇAKER LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,12870,"KAHVECİ AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ TİCARET A.Ş.",KONYA/SARAYÖNÜ,13780,57,164,172,335,910,575
"BUĞDAY MAKARNALIK 2.SINIF","POLAT AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",NEVŞEHİR/KOZAKLI,14000,"KAYSERİ ŞEKER TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",YOZGAT/BLIYAN,14993,85,164,257,421,993,573
"BUĞDAY EKMEKLİK BEYAZ 2.SINIF","ALTINAGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/CEYHAN,14241,"BAĞIŞLAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/İMAMOĞLU,15092,38,164,115,279,851,572
"ARPA 1.SINIF","MERZİFON TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",AMASYA/MERZİFON,10921,"KAHVECİ AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ TİCARET A.Ş.",KONYA/SARAYÖNÜ,13196,509,164,1542,1706,2275,569
"MISIR 1.SINIF","KAYA LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MERSİN/TARSUS,12497,"KÖSEOĞLU AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,13387,53,164,159,323,890,568
"MISIR 1.SINIF","SÖNMEZLERAGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,12488,"ŞİMALA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/ÇUMRA,14143,306,164,926,1090,1656,566
"MISIR 1.SINIF","AĞALAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,12200,"AVS AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,13091,54,164,163,327,891,564
"MISIR 1.SINIF","İSMAİL HAKAN BALTAOĞLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12349,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,13079,1,164,4,167,731,563
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","EDİRNE TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",EDİRNE/MERKEZ,14705,"PTB TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ANKARA/POLATLI,17500,683,164,2068,2232,2795,563
"MISIR 1.SINIF","TEAM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12200,"AVS AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,13091,55,164,166,330,891,561
"MISIR 1.SINIF","YUSUF ZENGİN TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12200,"AVS AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,13091,55,164,166,330,891,561
"MISIR 1.SINIF","ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12200,"AVS AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,13091,55,164,166,330,891,561
"BUĞDAY EKMEKLİK KIRMIZI DÜŞÜK VASIFLI","POLAT AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",YOZGAT/BLIYAN,13308,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,15250,402,164,1219,1383,1942,559
"ARPA 2.SINIF","HEKİMOĞLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/SELÇUKLU,12315,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,13036,2,164,6,170,721,551
"MISIR 1.SINIF","AĞALAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,12200,"BİZİM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13524,202,164,612,776,1324,548
"ARPA 2.SINIF","MYSİLO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ESKİŞEHİR/MMUDİYE,11300,"ALTINBİLEK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ESKİŞEHİR/ALPU,12157,48,164,146,310,857,547
"MISIR 1.SINIF","TEAM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12200,"BİZİM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13524,203,164,614,777,1324,546
"MISIR 1.SINIF","YUSUF ZENGİN TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12200,"BİZİM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13524,203,164,614,777,1324,546
"MISIR 1.SINIF","ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12200,"BİZİM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13524,203,164,614,777,1324,546
"MISIR 1.SINIF","ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,13079,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,14400,202,164,612,776,1321,545
"ARPA 1.SINIF","KOÇAKER LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,12319,"KAHVECİ AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ TİCARET A.Ş.",KONYA/SARAYÖNÜ,13196,57,164,172,335,877,542
"MISIR 1.SINIF","AĞALAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,12200,"TOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,13068,54,164,163,327,868,541
"MISIR 1.SINIF","TEAM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12200,"TOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,13068,55,164,166,330,868,538
"MISIR 1.SINIF","YUSUF ZENGİN TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12200,"TOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,13068,55,164,166,330,868,538
"MISIR 1.SINIF","ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12200,"TOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/ÇUMRA,13068,55,164,166,330,868,538
"MISIR 1.SINIF","TEAM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",OSMANİYE/KADİRLİ,12267,"ŞİMALA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/ÇUMRA,14143,388,164,1177,1340,1877,536
"MISIR 1.SINIF","GRAİN TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",HATAY/KIRIKHAN,12200,"TARSUS TİCARET BORSASI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MERSİN/TARSUS,13443,180,164,546,710,1243,533
"MISIR 1.SINIF","ÖNTÜRK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",HATAY/KIRIKHAN,12200,"TARSUS TİCARET BORSASI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MERSİN/TARSUS,13443,180,164,546,710,1243,533
"BUĞDAY EKMEKLİK KIRMIZI 1.SINIF","YUSUF ZENGİN TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,16761,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,17460,1,164,4,167,699,531
"MISIR 1.SINIF","ATB ÇUKUROVA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,12200,"GK LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",OSMANİYE/KADİRLİ,13250,117,164,355,519,1050,531
"MISIR 1.SINIF","GÖZÜKARA AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,12200,"GK LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",OSMANİYE/KADİRLİ,13250,117,164,355,519,1050,531
"MISIR 2.SINIF","RANA FARM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,13696,"KOÇAKER LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,15000,202,164,612,776,1304,529
"MISIR 1.SINIF","UMUT LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",OSMANİYE/MERKEZ,12200,"TARSUS TİCARET BORSASI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MERSİN/TARSUS,13443,182,164,552,716,1243,528
"ARPA 1.SINIF","MERZİFON TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",AMASYA/MERZİFON,10921,"ALTUNTAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",AKSARAY/AĞAÇÖREN,12631,337,164,1020,1183,1710,527
"MISIR 1.SINIF","ÇUKUROVATOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KARATAŞ,12528,"TARSUS TİCARET BORSASI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MERSİN/TARSUS,13443,76,164,231,394,915,521
"BUĞDAY EKMEKLİK BEYAZ 2.SINIF","GRAİN TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",HATAY/KIRIKHAN,13700,"KÖSEOĞLU AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,14801,138,164,418,581,1101,520
"ARPA 2.SINIF","KUŞAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KAYSERİ/FELAHİYE,10384,"KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,12537,485,164,1470,1634,2153,519
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","BANDIRMA BORSA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",BALIKESİR/BANDIRMA,15382,"PTB TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ANKARA/POLATLI,17500,475,164,1440,1603,2118,515
"BUĞDAY EKMEKLİK BEYAZ 2.SINIF","TEKBAŞLAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,14253,"BAĞIŞLAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/İMAMOĞLU,15092,54,164,162,326,839,513
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","KAİNAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KIRKLARELİ/PHİSAR,14600,"MYSİLO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KIRKLARELİ/MERKEZ,15401,41,164,125,289,801,512
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","EDİRNE TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",EDİRNE/MERKEZ,14705,"HİCAZ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",TEKİRDAĞ/ÇORLU,15847,154,164,467,631,1141,510
"MISIR 1.SINIF","ÇUKUROVATOPRAK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/KARATAŞ,12528,"KÖSEOĞLU AGRO TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ADANA/YÜREĞİR,13387,62,164,187,350,859,509
"BUĞDAY MAKARNALIK DÜŞÜK VASIFLI","SENTİNUS TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ŞANLIURFA/HİLVAN,15254,"GAP ŞANLIURFA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ŞANLIURFA/EYYÜBİYE,16127,66,164,201,365,873,509
"MISIR 1.SINIF","TEAM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",OSMANİYE/KADİRLİ,12267,"TARSUS TİCARET BORSASI TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",MERSİN/TARSUS,13443,167,164,505,668,1176,508
"MISIR 1.SINIF","AĞALAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,12200,"KOÇAKER LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,12870,0,164,0,164,670,506
"BUĞDAY MAKARNALIK DÜŞÜK VASIFLI","KAYSERİ ŞEKER TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",YOZGAT/BLIYAN,13787,"GAP ŞANLIURFA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ŞANLIURFA/EYYÜBİYE,16127,552,164,1673,1836,2340,504
"BUĞDAY MAKARNALIK DÜŞÜK VASIFLI","KUŞAT TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KAYSERİ/FELAHİYE,13250,"SENTİNUS TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ŞANLIURFA/HİLVAN,15254,441,164,1337,1500,2004,503
"MISIR 1.SINIF","HİKMET ŞEFLEK TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/SARAYÖNÜ,12241,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,13079,57,164,172,335,839,503
"BUĞDAY EKMEKLİK KIRMIZI 2.SINIF","ESLİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",EDİRNE/UZKÖPRÜ,14639,"ESLİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",EDİRNE/HAVSA,15408,34,164,102,266,769,503
"MISIR 1.SINIF","TEAM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12200,"KOÇAKER LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,12870,1,164,4,167,670,503
"MISIR 1.SINIF","YUSUF ZENGİN TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12200,"KOÇAKER LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,12870,1,164,4,167,670,503
"MISIR 1.SINIF","ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,12200,"KOÇAKER LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KARATAY,12870,1,164,4,167,670,503
"BUĞDAY MAKARNALIK DÜŞÜK VASIFLI","YENİ PAZAR TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",YOZGAT/BLIYAN,13789,"GAP ŞANLIURFA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",ŞANLIURFA/EYYÜBİYE,16127,552,164,1673,1836,2338,502
"BUĞDAY EKMEKLİK KIRMIZI 1.SINIF","RANA FARM TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KARAMAN/MERKEZ,16790,"ANADOLU SELÇUKLU TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",KONYA/KPINAR,18066,203,164,614,777,1276,499
"MISIR 1.SINIF","UMUT LİDAŞ TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK A.Ş.",OSMANİYE/MERKEZ,12200,"ŞİMALA TARIM ÜRÜNLERİ LİSANSLI DEPOCULUK SANAYİ VE TİCARET A.Ş.",KONYA/ÇUMRA,14143,423,164,1281,1445,1943,499
